numero_termo,osc,projeto,tipo_termo,portaria,cnpj,inicio,final,meses,total_previsto,total_pago,conta,transicao,sei_celeb,sei_pc,endereco,sei_plano,sei_orcamento,contrapartida
TCV/056/2011/SMPP/FUMCAD,Centro de Assistência Social Nossa Senhora da Piedade,Educação Inclusiva e Digital,Convênio - Passivo,,7494720000000,2011-07-01,2012-06-30,12,166482.26,166482.26,,,201003000000,6074200000000000,,,,
TCV/057/2011/SMPP/FUMCAD,Centro de Orientação e Educação á Juventude,Era uma vez um livro,Convênio - Passivo,,2467530000000,2011-07-01,2012-06-30,12,57452.0,57452.0,,,201003000000,,,,,
TCV/058/2011/SMPP/FUMCAD,Colméia - Instituição a Serviço da Juventude,Clic - Programa de Reforço Escolar para Crianças com dificuldade de aprendizagem na Educação Fundamental,Convênio - Passivo,,61574800000000,2011-07-01,2013-06-30,24,161640.0,161640.0,,,201001000000,,,,,
TCV/059/2011/SMPP/FUMCAD,ACAAV: Associação Casa de Apoio Amigos da Vida,Capacitação Através da Informática,Convênio - Passivo,,1378250000000,2011-07-01,2012-06-30,12,98092.88,98092.88,,,201101000000,6074200000000000,,,,
TCV/060/2011/SMPP/FUMCAD,Instituto Crescer para a Cidadania,"OCA - Organismo, Comunicação e Arte",Convênio - Passivo,,4130840000000,2011-07-01,2012-06-30,12,537129.58,537129.58,,,201001000000,6074200000000000,,,,
TCV/061/2011/SMPP/FUMCAD,Ação Comunitária do Brasil  São Paulo / Vocação,Pingo,Convênio - Passivo,,61750200000000,2011-07-07,2012-06-06,12,1163820.95,1163820.95,,,201003000000,6074200000000000,,,,
TCV/062/2011/SMPP/FUMCAD,Arrastão Movimento de Promoção Humana,Arte Além dos Muros,Convênio - Passivo,,43082200000000,2011-08-01,2013-07-31,24,385200.0,385200.0,,,201003000000,6074200000000000,,,,
TCV/063/2011/SMPP/FUMCAD,AHPAS: Associação Helena Piccardi de Andrade Silva / Instituto Heleninha,Apoio Sócio Familiar e Garantia de Acesso Físico ao Tratamento a Crianças e Adolescentes com Câncer Oriundos de Famílias de Baixa Renda,Convênio - Passivo,,3873910000000,2011-08-01,2013-07-31,24,402880.0,402880.0,,,201000000000,6074200000000000,,,,
TCV/064/2011/SMPP/FUMCAD,Instituto Dom Bosco,Clube Digital,Convênio - Passivo,,60802200000000,2011-08-01,2013-07-31,24,144000.0,144000.0,,,201000000000,,,,,
TCV/065/2011/SMPP/FUMCAD,Fundação Orsa / Fundação Jari,Atleta Solidário,Convênio - Passivo,,74502600000000,2011-08-01,2012-07-31,12,153000.0,153000.0,,,201003000000,6074200000000000,,,,
TCV/066/2011/SMPP/FUMCAD,Associação Comunitária Despertar,"Esporte, Liberdade e Cidadania",Convênio - Passivo,,74682600000000,2011-08-01,2012-07-31,12,82566.37,82566.37,,,201000000000,6074200000000000,,,,
TCV/067/2011/SMPP/FUMCAD,Associação Cultural e Desportiva Bandeirantes,Novação Digital,Convênio - Passivo,,67009000000000,2011-08-01,2013-07-31,24,176276.0,176276.0,,,201000000000,6074200000000000,,,,
TCV/068/2011/SMPP/FUMCAD,Associação Fazendo História,Fazendo Minha História II,Convênio - Passivo,,7325040000000,2011-08-01,2013-07-31,24,358466.39,358466.39,,,201001000000,6074200000000000,,,,
TCV/069/2011/SMPP/FUMCAD,Associação Pró-Hope Apoio à Criança com Câncer / Casa Hope,"Educação, Construção para a Vida",Convênio - Passivo,,2072480000000,2011-08-01,2013-07-31,24,693445.92,693445.92,,,201003000000,6074200000000000,,,,
TCV/075/2011/SMPP/FUMCAD,MDLD  Amigos Unidos Venceremos,O Mundo Encantado,Convênio - Passivo,,8015170000000,2011-08-01,2012-07-31,12,114093.04,114093.04,,,201003000000,6074200000000000,,,,
TCV/076/2011/SMPP/FUMCAD,Associação Novolhar,Centro Comunitário de Comunicação,Convênio - Passivo,,3767600000000,2011-08-01,2012-07-31,12,242850.44,242850.44,,,201101000000,6074200000000000,,,,
TCV/077/2011/SMPP/FUMCAD,Associação Maria Flos Carmeli,"Inclusão, Cultura e Tecnologia",Convênio - Passivo,,6272040000000,2011-08-01,2012-07-31,12,57170.05,57170.05,,,201003000000,,,,,
TCV/079/2011/SMPP/FUMCAD,Instituição Beneficente Israelita Ten Yad,Projeto Sócio Educativo - Transformação,Convênio - Passivo,,69127800000000,2011-08-01,2012-07-31,12,907310.16,907310.16,,,201000000000,6074200000000000,,,,
TCV/080/2011/SMPP/FUMCAD,CIAM: Centro Israelita de Apoio Multidisciplinar,Inclusão de Jovens com Deficiência Intelectual no Mercado de Trabalho,Convênio - Passivo,,61683300000000,2011-09-01,2013-08-31,24,152324.17,152324.17,,,201003000000,6074200000000000,,,,
TCV/083/2011/SMPP/FUMCAD,"Núcleo Espiral - Pesquisa, Assistência e Prevenção da Violência Contra Crianças e Adolescentes",Apoiar - Capacitação para Cuidadores,Convênio - Passivo,,10298500000000,2011-08-01,2012-07-31,12,47250.0,47250.0,,,201000000000,6074200000000000,,,,
TCV/096/2011/SMPP/FUMCAD,Centro Social Nossa Senhora do Bom Parto,Promovendo Educação Integral com Saúde,Convênio - Passivo,,62264500000000,2011-09-01,2012-08-31,12,68162.48,68162.48,,,201000000000,6074200000000000,,,,
TCV/097/2011/SMPP/FUMCAD,Associação Vida Jovem,Além do Beabá,Convênio - Passivo,,57062400000000,2011-09-01,2012-02-28,6,73620.0,73620.0,,,201001000000,6074200000000000,,,,
TCV/098/2011/SMPP/FUMCAD,Programa Social Gotas de Flor com Amor,Gotas Aprendizes  TICs e o Mercado de Trabalho,Convênio - Passivo,,71740700000000,2011-09-01,2012-08-31,12,243620.51,243620.51,,,201003000000,6074200000000000,,,,
TCV/099/2011/SMPP/FUMCAD,AACD: Associação de Assistência à Criança Deficiente,Diagnóstico e Tratamento de Osteoporose Secundária em Pacientes com Paralisia Cerebral da AACD,Convênio - Passivo,,60979500000000,2011-09-01,2012-08-31,12,780451.59,780451.59,,,201000000000,6074200000000000,,,,
TCV/100/2011/SMPP/FUMCAD,Instituto Rugby para Todos,Ação Social Rugby para Todos,Convênio - Passivo,,10979400000000,2011-09-01,2012-08-31,12,243760.92,243760.92,,,201003000000,6074200000000000,,,,
TCV/101/2011/SMPP/FUMCAD,Grêmio Recreativo Cultural Escola de Samba Unidos de São Lucas,São Lucas Jovem,Convênio - Passivo,,45236100000000,2011-09-01,2012-08-31,12,200259.0,200259.0,,,201003000000,,,,,
TCV/102/2011/SMPP/FUMCAD,Sorri Brasil,Roda de Conversa: O Que Eu Quero Ser Quando Crescer?,Convênio - Passivo,,55292900000000,2011-09-01,2012-08-31,12,138915.0,138915.0,,,6074200000000000,6074200000000000,,,,
TCV/103/2011/SMPP/FUMCAD,Associação Instrutora da Juventude Feminina / Instituto Sedes Sapientiae,Atenção à Adolescência e a Juventude,Convênio - Passivo,,60533900000000,2011-09-01,2012-08-31,12,63017.0,63017.0,,,201001000000,,,,,
TCV/104/2011/SMPP/FUMCAD,APAE: Associação de Pais e Amigos dos Excepcionais de São Paulo / Instituto Jô Clemente,Pró-Futuro  Defendendo Direitos e Enfrentando a Violência Contra Crianças e Adolescentes com Deficiência Intelectual,Convênio - Passivo,,60502200000000,2011-09-01,2012-08-31,12,490000.0,490000.0,,,201003000000,6074200000000000,,,,
TCV/105/2011/SMPP/FUMCAD,CCL: Cáritas Campo Limpo,Vem Ser,Convênio - Passivo,,64033100000000,2011-09-01,2012-08-31,12,75804.0,75804.0,,,201001000000,6074200000000000,,,,
TCV/106/2011/SMPP/FUMCAD,Fundação Dorina Nowill para Cegos,Programa de Atendimento Especializado na Primeira Infância  Inclusão Social de Bebês e Crianças Cegas,Convênio - Passivo,,60507100000000,2011-09-01,2012-08-31,12,402162.14,402162.14,,,201003000000,6074200000000000,,,,
TCV/107/2011/SMPP/FUMCAD,Fundação Dorina Nowill para Cegos,"Conexões  Trabalho, Arte, Cultura e Esporte",Convênio - Passivo,,60507100000000,2011-09-01,2012-08-31,12,150942.0,150942.0,,,201003000000,,,,,
TCV/108/2011/SMPP/FUMCAD,APAE: Associação de Pais e Amigos dos Excepcionais de São Paulo / Instituto Jô Clemente,Redução da Fila de Espera para Diagnóstico,Convênio - Passivo,,60502200000000,2011-09-01,2012-03-31,7,941000.0,941000.0,,,201003000000,6074200000000000,,,,
TCV/109/2011/SMPP/FUMCAD,Instituto Arte Ensina / Instituto Pensarte,Navegando para o Futuro,Convênio - Passivo,,2606760000000,2011-09-01,2012-08-31,12,180980.0,180980.0,,,201003000000,6074200000000000,,,,
TCV/110/2011/SMPP/FUMCAD,Associação dos Cavaleiros da Soberana Ordem Militar de Malta de São Paulo e Brasil Meridional,A Boa Saúde de Crianças e Adolescentes Através da Educação Alimentar e da Prática Desportiva,Convênio - Passivo,,62808900000000,2011-09-01,2013-08-31,24,149109.12,149109.12,,,201100000000,,,,,
TCV/111/2011/SMPP/FUMCAD,Associação Viver em Família para um Futuro Melhor,Viver na Educação,Convênio - Passivo,,4831430000000,2011-09-01,2012-08-31,12,134593.6,134593.6,,,201003000000,6074200000000000,,,,
TCV/112/2011/SMPP/FUMCAD,Instituto Educadores Sem Fronteiras,Aprimorando Conhecimentos,Convênio - Passivo,,9003010000000,2011-09-01,2013-08-31,24,283932.0,283932.0,,,201001000000,6074200000000000,,,,
TCV/131/2011/SMPP/FUMCAD,Fundação Julita,Centro de Saúde - Fundação Julita,Convênio - Passivo,,62805800000000,2011-10-03,2012-09-30,12,233666.2,233666.2,,,201003000000,6074200000000000,,,,
TCV/132/2011/SMPP/FUMCAD,Projeto Vida Nova São Paulo,Dançar,Convênio - Passivo,,8817520000000,2011-10-03,2012-09-30,12,98861.76,98861.76,,,201003000000,6074200000000000,,,,
TCV/133/2011/SMPP/FUMCAD,CEBASP: Comunidade Educacional de Base Sítio Pinheirinho,Formação Educativa e Artística - Leque Aberto,Convênio - Passivo,,62462500000000,2011-10-03,2012-09-30,12,72454.87,72454.87,,,200803000000,6074200000000000,,,,
TCV/134/2011/SMPP/FUMCAD,Instituto Barrichello,Basquete - Educação Através do Esporte,Convênio - Passivo,,7672400000000,2011-10-03,2013-09-30,24,370799.98,370799.98,,,200803000000,,,,,
TCV/135/2011/SMPP/FUMCAD,Associação Programa Educar,Aprediz Administrativo Educar,Convênio - Passivo,,1409530000000,2011-10-03,2013-09-30,24,339921.6,339921.6,,,201000000000,,,,,
TCV/136/2011/SMPP/FUMCAD,CREN: Centro de Recuperação e Educação Nutricional / Salus Associação para a Saúde - Núcleo Salus Paulista,Vozes Cidadãs no CREN,Convênio - Passivo,,71733000000000,2011-10-03,2013-03-31,18,75259.47,75259.47,,,201000000000,,,,,
TCV/137/2011/SMPP/FUMCAD,Instituto Patrícia Medrado,Tênis Social no CEU Vila do Sol,Convênio - Passivo,,2859020000000,2011-10-03,2012-09-30,12,278054.25,278054.25,,,201003000000,,,,,
TCV/138/2011/SMPP/FUMCAD,Centro de Assistência Social Nossa Senhora da Piedade,Cultura e Cidadania,Convênio - Passivo,,7494720000000,2011-10-03,2012-09-30,12,123617.6,123617.6,,,201003000000,6074200000000000,,,,
TCV/139/2011/SMPP/FUMCAD,Associação AlfaSol,Formação Cidadã - Fortalecendo a Liderança Juvenil,Convênio - Passivo,,2871770000000,2011-10-03,2012-09-30,12,348626.02,348626.02,,,201001000000,6074200000000000,,,,
TCV/140/2011/SMPP/FUMCAD,Obra Social Dom Bosco,Aprendizes de Dom Bosco,Convênio - Passivo,,61882400000000,2011-10-03,2012-09-30,12,174568.2,174568.2,,,201000000000,6074200000000000,,,,
TCV/141/2011/SMPP/FUMCAD,Fundação Fé e Alegria do Brasil,Oficinas Culturais  Educação Comunitária,Convênio - Passivo,,46250400000000,2011-10-03,2012-09-30,12,129992.0,129992.0,,,201000000000,6074200000000000,,,,
TCV/142/2011/SMPP/FUMCAD,Moradia Associação Civil,Arte e Expressão,Convênio - Passivo,,69272700000000,2011-10-03,2012-09-30,12,156630.0,156630.0,,,201003000000,6074200000000000,,,,
TCV/143/2011/SMPP/FUMCAD,Fundação Dorina Nowill para Cegos,Produção e Distribuição de Livros Infantis Inclusivos para Crianças,Convênio - Passivo,,60507100000000,2011-10-03,2012-09-30,12,367200.0,367200.0,,,201001000000,,,,,
TCV/144/2011/SMPP/FUMCAD,Fundação Dorina Nowill para Cegos,Produção e Distribuição de Áudio Books para Cegos,Convênio - Passivo,,60507100000000,2011-10-03,2012-09-30,12,502873.44,502873.44,,,201001000000,,,,,
TCV/145/2011/SMPP/FUMCAD,CAMP Pinheiros: Centro Assistencial de Motivação Profissional,Núcleo Sócio Educativo Transformar,Convênio - Passivo,,50246500000000,2011-10-03,2012-09-30,12,103653.9,103653.9,,,200804000000,,,,,
TCV/146/2011/SMPP/FUMCAD,Associação Cedro do Líbano de Proteção à Infância,Educação e Capacitação em Designer Gráfico,Convênio - Passivo,,62851800000000,2011-10-03,2012-09-30,12,120000.0,120000.0,,,201003000000,6074200000000000,,,,
TCV/147/2011/SMPP/FUMCAD,Associação Amigos dos Excepcionais do Brooklin,Saúde Especial,Convênio - Passivo,,53812600000000,2011-10-01,2013-09-30,24,177716.76,177716.76,,,201001000000,6074200000000000,,,,
TCV/148/2011/SMPP/FUMCAD,Instituto de Ação Social Presidente Juscelino,Caminhando pelas Artes,Convênio - Passivo,,1408480000000,2011-10-01,2012-09-30,12,202272.0,202272.0,,,201003000000,6074200000000000,,,,
TCV/149/2011/SMPP/FUMCAD,Instituto Verdescola,Participação de Crianças e Adolescentes na Construção do Plano de Educação da Cidade de São Paulo,Convênio - Passivo,,7707870000000,2011-10-01,2013-09-30,24,1445335.76,1445335.76,,,201003000000,6074200000000000,,,,
TCV/150/2011/SMPP/FUMCAD,FUNDASP: Fundação São Paulo,O surdo e o Mundo: Línguas e Linguagens,Convênio - Passivo,,60990800000000,2011-10-03,2012-09-30,12,190564.98,190564.98,,,201003000000,,,,,
TCV/151/2011/SMPP/FUMCAD,ImageMagica,Imagemagica - Saúde e Cultura,Convênio - Passivo,,4159750000000,2011-10-03,2011-12-31,3,81000.0,81000.0,,,200803000000,6074200000000000,,,,
TCV/152/2011/SMPP/FUMCAD,Arte Despertar,Arte e Cultura na Humanização Hospitalar para Crianças e Adolescentes,Convênio - Passivo,,2469080000000,2011-10-03,2012-09-30,12,246205.0,246205.0,,,201102000000,6074200000000000,,,,
TCV/153/2011/SMPP/FUMCAD,Intituto Movere de Ações Comunitárias,"Jornadas SIM - Sensibilizar, Informar e Mobilizar Contra a Obesidade Infanto Juvenil",Convênio - Passivo,,6284680000000,2011-10-03,2012-09-30,12,109900.0,109900.0,,,201003000000,,,,,
TCV/154/2011/SMPP/FUMCAD,Fundação Orsa / Fundação Jari,Interação Digital,Convênio - Passivo,,74502600000000,2011-10-03,2012-09-30,12,99650.52,99650.52,,,201003000000,6074200000000000,,,,
TCV/155/2011/SMPP/FUMCAD,Fundação Orsa / Fundação Jari,Geração Aprendiz,Convênio - Passivo,,74502600000000,2011-10-03,2012-09-30,12,72000.0,72000.0,,,201003000000,6074200000000000,,,,
TCV/156/2011/SMPP/FUMCAD,Lar Mãe do Divino Amor,Fazendo Arte,Convênio - Passivo,,54321800000000,2011-10-03,2012-09-30,12,50000.0,50000.0,,,201000000000,6074200000000000,,,,
TCV/157/2011/SMPP/FUMCAD,Associação Cultural Recreativa Esportiva Bloco do Beco,Formando Formadores de Defesa dos Direitos das Crianças e Adolescentes,Convênio - Passivo,,6042420000000,2011-10-03,2012-09-30,12,158580.0,158580.0,,,201003000000,6074200000000000,,,,
TCV/158/2011/SMPP/FUMCAD,Congregação Santa Cruz,Saúde Integral no Jaguaré,Convênio - Passivo,,60993200000000,2011-10-03,2013-09-30,24,613800.0,613800.0,,,201003000000,6074200000000000,,,,
TCV/159/2011/SMPP/FUMCAD,Meninos do Morumbi,Educação Ambiental,Convênio - Passivo,,2161150000000,2011-10-03,2012-09-30,12,102900.0,102900.0,,,201003000000,6074200000000000,,,,
TCV/190/2011/SMPP/FUMCAD,ACTC: Associação de Assistência à Criança e ao Adolescente Cardíacos e aos Transplantados do Coração,Educação e Cidadania,Convênio - Passivo,,236857000000,2011-11-01,2013-05-31,19,319044.0,319044.0,,,201003000000,6074200000000000,,,,
TCV/191/2011/SMPP/FUMCAD,Obra Social Dom Bosco,Ginástica - Arte para a Educação,Convênio - Passivo,,61882400000000,2011-11-01,2012-10-31,12,107286.8,107286.8,,,201003000000,6074200000000000,,,,
TCV/192/2011/SMPP/FUMCAD,Instituto Tomie Ohtake,Jovens Emergentes,Convênio - Passivo,,984768000000,2011-11-01,2012-10-31,12,157500.0,157500.0,,,200803000000,6074200000000000,,,,
TCV/193/2011/SMPP/FUMCAD,GOTI: Grupo de Organização dos Trabalhadores Independentes,Percuciente,Convênio - Passivo,,61576000000000,2011-11-01,2012-10-31,12,126972.0,126972.0,,,201003000000,6074200000000000,,,,
TCV/195/2011/SMPP/FUMCAD,Associação Comunitária Despertar,Educarsom,Convênio - Passivo,,74682600000000,2011-11-01,2013-10-31,24,283035.76,283035.76,,,201003000000,6074200000000000,,,,
TCV/196/2011/SMPP/FUMCAD,Aldeia do Futuro,"Esporte, Cultura e Arte - ECA Fazendo Valer o ECA",Convênio - Passivo,,74137100000000,2011-11-01,2012-10-31,12,255033.83,255033.83,,,201003000000,6074200000000000,,,,
TCV/197/2011/SMPP/FUMCAD,Centro Social Santa Cruz de Vila Ré,Motivação,Convênio - Passivo,,54059500000000,2011-11-01,2013-10-31,24,75548.0,75548.0,,,201003000000,6074200000000000,,,,
TCV/203/2011/SMPP/FUMCAD,AVIB: Associação de Voluntários Integrados no Brasil,Aconchego,Convênio - Passivo,,1014620000000,2011-11-01,2013-10-31,24,290371.77,290371.77,,,201003000000,6074200000000000,,,,
TCV/204/2011/SMPP/FUMCAD,LACE - Núcleo de Ações para a Cidadania na Diversidade,Brincar e Crescer,Convênio - Passivo,,49356200000000,2011-11-01,2012-10-31,12,222918.04,222918.04,,,201003000000,6074200000000000,,,,
TCV/205/2011/SMPP/FUMCAD,Centro de Promoção Social Bororé,Acolher - Construindo Laços,Convênio - Passivo,,59936800000000,2011-12-01,2013-11-30,24,446808.56,446808.56,,,201000000000,6074200000000000,,,,
TCV/207/2011/SMPP/FUMCAD,Associação Congregação de Santa Catarina,Brinquedoteca Irmã Márcia Monteiro,Convênio - Passivo,,60922200000000,2011-12-01,2012-11-30,12,40500.0,40500.0,,,201000000000,,,,,
TCV/208/2011/SMPP/FUMCAD,Criança Segura - Safe Kids Brasil,Curso Criança Segura On Line para Prevenção de Acidentes,Convênio - Passivo,,4941440000000,2011-12-01,2012-11-30,12,68380.0,68380.0,,,201100000000,6074200000000000,,,,
TCV/209/2011/SMPP/FUMCAD,Movimento Comunitário Estrela Nova,Programa Ação Jovem,Convênio - Passivo,,53817200000000,2011-12-01,2012-11-30,12,44994.91,44994.91,,,201101000000,,,,,
TCV/210/2011/SMPP/FUMCAD,Estrela do Amanhã - Um Ato de Amor à Educação,Ação Sócio Educativo do Tempo Livre,Convênio - Passivo,,10285200000000,2011-12-01,2012-11-30,12,249602.0,249602.0,,,201003000000,6074200000000000,,,,
TCV/212/2011/SMPP/FUMCAD,ADID: Associação para Desenvolvimento Integral do Down,Formação Pessoal e Social de Pessoas com Sindrome de Down,Convênio - Passivo,,62020100000000,2011-12-01,2012-11-30,12,128790.0,128790.0,,,201000000000,6074200000000000,,,,
TCV/213/2011/SMPP/FUMCAD,AACC: Associação de Apoio à Criança com Câncer,Manutenção da Casa de Apoio da AACC,Convênio - Passivo,,54963100000000,2011-12-01,2012-11-30,12,442938.66,442938.66,,,201000000000,6074200000000000,,,,
TCV/214/2011/SMPP/FUMCAD,Associação Educacional e Assistencial Casa do Zézinho,Associação Educacional e Assitencial Casa do Zezinho,Convênio - Passivo,,74566000000000,2011-12-01,2012-11-30,12,292476.0,292476.0,,,201000000000,6074200000000000,,,,
TCV/215/2011/SMPP/FUMCAD,ADERE: Associação para Desenvolvimento Educacional e Recuperação do Excepcional,Ética e Cidadania,Convênio - Passivo,,43487800000000,2011-12-01,2012-11-30,12,20637.76,20637.76,,,200803000000,6074200000000000,,,,
TCV/216/2011/SMPP/FUMCAD,Sociedade Benfeitora Jaguaré,Capacitação em Reparador de Aparelhos Eletrodmésticos - Linha Branca,Convênio - Passivo,,62852900000000,2011-12-01,2012-11-30,12,156792.26,156792.26,,,201001000000,6074200000000000,,,,
TCV/217/2011/SMPP/FUMCAD,"Núcleo Espiral - Pesquisa, Assistência e Prevenção da Violência Contra Crianças e Adolescentes",Retocare - Promovendo Resiliência com Crianças e Adolescentes Abrigados,Convênio - Passivo,,10298500000000,2011-12-01,2012-11-30,12,39419.9,39419.9,,,201001000000,6074200000000000,,,,
TCV/218/2011/SMPP/FUMCAD,Programa Comunitário da Reconciliação,A Leitura Fazendo a Diferença,Convênio - Passivo,,96533000000000,2011-12-01,2012-11-30,12,26820.0,26820.0,,,201003000000,6074200000000000,,,,
TCV/219/2011/SMPP/FUMCAD,AAPQ: Associação de Apoio ao Projeto Quixote,Quixote Educa para o futuro,Convênio - Passivo,,4250690000000,2011-12-01,2013-11-30,24,1461080.33,1461080.33,,,201003000000,6074200000000000,,,,
TCV/220/2011/SMPP/FUMCAD,Social Bom Jesus,Centro de Capacitação para o 1º Emprego,Convênio - Passivo,,47468200000000,2011-12-01,2012-08-01,9,45135.0,45135.0,,,201000000000,6074200000000000,,,,
TCV/221/2011/SMPP/FUMCAD,Obra Filantrópica e Missionária Novo Lar Betânia,Diferentes porém Especiais,Convênio - Passivo,,65508900000000,2011-12-01,2012-11-30,12,190399.32,190399.32,,,201001000000,6074200000000000,,,,
TCV/222/2011/SMPP/FUMCAD,AMHD: Associação Maria Helen Drexel,Minha Família Minha Vida,Convênio - Passivo,,44006200000000,2011-12-01,2012-11-30,12,80090.0,80090.0,,,201000000000,,,,,
TCV/223/2011/SMPP/FUMCAD,LARAMARA - Associação Brasileira de Assistência À Pessoa com Deficiência Visual,Acessibilidade e Sensibilidade,Convênio - Passivo,,67640400000000,2011-12-01,2012-11-30,12,124218.0,124218.0,,,201003000000,,,,,
TCV/224/2011/SMPP/FUMCAD,"Fundação Paulista de Assistência à Infância ""Casa Dom Gastão""",Melhoria na Logistica de Preparo de Refeições,Convênio - Passivo,,62081100000000,2011-12-01,2012-02-29,3,72650.0,72650.0,,,201000000000,6074200000000000,,,,
TCV/225/2011/SMPP/FUMCAD,Associação dos Cavaleiros da Soberana Ordem Militar de Malta de São Paulo e Brasil Meridional,Capacitação Profissional em Atendimento ao Cliente,Convênio - Passivo,,62808900000000,2011-12-01,2012-11-30,12,102839.65,102839.65,,,201103000000,6074200000000000,,,,
TCV/226/2011/SMPP/FUMCAD,Centro Social São José,Beleza na Comunidade,Convênio - Passivo,,48118400000000,2011-12-01,2012-11-30,12,169315.0,169315.0,,,201001000000,6074200000000000,,,,
TCV/227/2011/SMPP/FUMCAD,Lar Escola São Francisco - Centro de Reabilitação,Caminhando Contra o Vento,Convênio - Passivo,,61938000000000,2011-12-01,2012-11-30,12,183000.0,183000.0,,,201000000000,6074200000000000,,,,
TCV/228/2011/SMPP/FUMCAD,Casa do Pequeno Cidadão Nossa Senhora Aparecida,Convivência Famililar e Comunitária,Convênio - Passivo,,4436300000000,2011-12-01,2012-11-30,12,152415.0,152415.0,,,201000000000,,,,,
TCV/229/2011/SMPP/FUMCAD,"Instituto de Música, Educação e Cultura Harold Berman Choro Blue",Choro Blue Verde,Convênio - Passivo,,8697930000000,2011-12-01,2012-11-30,12,133936.0,133936.0,,,201003000000,6074200000000000,,,,
TCV/230/2011/SMPP/FUMCAD,GRAACC: Grupo de Apoio ao Adolescente e a Criança com Câncer,Ampliação do Anexo I Unidade de Radioterapia,Convênio - Passivo,,67185700000000,2011-12-01,2012-11-30,12,4174814.75,4174814.75,,,201103000000,6074200000000000,,,,
TCV/231/2011/SMPP/FUMCAD,Projeto Vida Nova São Paulo,Atletas da Vida,Convênio - Passivo,,8817520000000,2011-12-01,2012-11-30,12,98397.5,98397.5,,,201000000000,6074200000000000,,,,
TCV/232/2011/SMPP/FUMCAD,Liga das Senhoras Católicas de São Paulo / Liga Solidária,Construindo Caminhos II,Convênio - Passivo,,60597000000000,2011-12-01,2012-11-30,12,292588.49,292588.49,,,201003000000,,,,,
TCV/233/2011/SMPP/FUMCAD,Fundação Faculdade de Medicina,Programa Equilibrio Projeto Melhores Amigos Abordagem Multidisciplinar em Terapias Assistidas por Cães ,Convênio - Passivo,,56577100000000,2011-12-01,2012-11-30,12,82170.0,82170.0,,,201003000000,,,,,
TCV/234/2011/SMPP/FUMCAD,FCG: Fundação Comunidade da Graça,Se Liga na Comunidade,Convênio - Passivo,,1501870000000,2011-12-01,2012-11-30,12,122169.24,122169.24,,,201000000000,6074200000000000,,,,
TCV/235/2011/SMPP/FUMCAD,ADERE: Associação para Desenvolvimento Educacional e Recuperação do Excepcional,Adere Esportes - Inclusão através do Esporte,Convênio - Passivo,,43487800000000,2011-12-01,2013-11-30,24,301898.84,301898.84,,,201103000000,6074200000000000,,,,
TCV/236/2011/SMPP/FUMCAD,Fundação Francisca Franco,Convivência Familiar,Convênio - Passivo,,62661300000000,2011-12-01,2012-11-30,12,108737.64,108737.64,,,201003000000,6074200000000000,,,,
TCV/237/2011/SMPP/FUMCAD,Associação Obra do Berço,A Arte de Aprender com Arte,Convênio - Passivo,,62440000000000,2011-12-01,2012-11-30,12,113902.9,113902.9,,,201003000000,6074200000000000,,,,
TCV/239/2011/SMPP/FUMCAD,Movimento Comunitário Estrela Nova,Arte Cidadã,Convênio - Passivo,,53817200000000,2011-12-01,2012-11-30,12,225675.64,225675.64,,,201101000000,6074200000000000,,,,
TCV/240/2011/SMPP/FUMCAD,Centro Educacional Infantil Luz e Lápis,Educar para a Vida,Convênio - Passivo,,5238920000000,2011-12-01,2012-11-30,12,469351.0,469351.0,,,201102000000,6074200000000000,,,,
TCV/037/2012/SMPP/FUMCAD,UNIBES: União Brasileiro-Israelita do Bem-Estar Social,Aprender com Prazer,Convênio - Passivo,,60978700000000,2012-03-01,2013-02-28,12,147363.08,147363.08,,,201100000000,6074200000000000,,,,
TCV/038/2012/SMPP/FUMCAD,Instituto Prof,Expressão da Dança,Convênio - Passivo,,7694430000000,2012-03-01,2013-02-28,12,35700.0,35700.0,,,201003000000,6074200000000000,,,,
TCV/039/2012/SMPP/FUMCAD,CCASA: Casa da Criança e do Adolescente de Santo Amaro / GROSSARL,Crescer,Convênio - Passivo,,61054700000000,2012-03-01,2013-02-28,12,129112.0,129112.0,,,201001000000,6074200000000000,,,,
TCV/040/2012/SMPP/FUMCAD,Associação Viver em Família para um Futuro Melhor,Capacitação Profissional para Jovens,Convênio - Passivo,,4831430000000,2012-03-01,2013-02-28,12,123930.0,123930.0,,,201003000000,6074200000000000,,,,
TCV/041/2012/SMPP/FUMCAD,ACTC: Associação de Assistência à Criança e ao Adolescente Cardíacos e aos Transplantados do Coração,Casa do Adolescente,Convênio - Passivo,,236857000000,2012-03-01,2013-02-28,12,180960.0,180960.0,,,201103000000,6074200000000000,,,,
TCV/043/2012/SMPP/FUMCAD,Centro Social Nossa Senhora do Bom Parto,Oficina Escola em Mecânica e Elétrica Veicular,Convênio - Passivo,,62264500000000,2012-04-01,2013-03-31,12,83640.06,83640.06,,,201000000000,6074200000000000,,,,
TCV/044/2012/SMPP/FUMCAD,CAMP Oeste  Centro de Assistência e Motivação de Pessoas,Sorriso Jovem,Convênio - Passivo,,52569000000000,2012-04-01,2013-03-31,12,45003.17,45003.17,,,201001000000,,,,,
